Country,Gender,Demographics_Question,Demographics_Response,Question,Value
Angola,M,Age,15-24,... for at least one specific reason,23.4
Angola,M,Age,25-34,... for at least one specific reason,18.5
Angola,M,Age,35-49,... for at least one specific reason,15.7
Angola,M,Age,15-24,... if she argues with him,12.6
Angola,M,Age,25-34,... if she argues with him,10.6
Angola,M,Age,35-49,... if she argues with him,7.7
Angola,M,Age,15-24,... if she goes out without telling him,8.9
Angola,M,Age,25-34,... if she goes out without telling him,8.1
Angola,M,Age,35-49,... if she goes out without telling him,7.0
Angola,M,Age,15-24,... if she neglects the children,13.5
Angola,M,Age,25-34,... if she neglects the children,10.7
Angola,M,Age,35-49,... if she neglects the children,9.3
Angola,M,Age,15-24,... if she refuses to have sex with him,6.3
Angola,M,Age,25-34,... if she refuses to have sex with him,5.5
Angola,M,Age,35-49,... if she refuses to have sex with him,4.4
Angola,M,Education,Higher,... for at least one specific reason,3.9
Angola,M,Education,No education,... for at least one specific reason,26.7
Angola,M,Education,Primary,... for at least one specific reason,26.2
Angola,M,Education,Secondary,... for at least one specific reason,18.1
Angola,M,Education,Higher,... if she argues with him,1.6
Angola,M,Education,No education,... if she argues with him,15.9
Angola,M,Education,Primary,... if she argues with him,14.9
Angola,M,Education,Secondary,... if she argues with him,9.2
Angola,M,Education,Higher,... if she goes out without telling him,1.6
Angola,M,Education,No education,... if she goes out without telling him,13.4
Angola,M,Education,Primary,... if she goes out without telling him,11.2
Angola,M,Education,Secondary,... if she goes out without telling him,6.8
Angola,M,Education,Higher,... if she neglects the children,1.8
Angola,M,Education,No education,... if she neglects the children,18.3
Angola,M,Education,Primary,... if she neglects the children,17.1
Angola,M,Education,Secondary,... if she neglects the children,9.1
Angola,M,Education,Higher,... if she refuses to have sex with him,0.6
Angola,M,Education,No education,... if she refuses to have sex with him,11.2
Angola,M,Education,Primary,... if she refuses to have sex with him,7.6
Angola,M,Education,Secondary,... if she refuses to have sex with him,4.4
Angola,M,Employment,Employed for cash,... for at least one specific reason,19.7
Angola,M,Employment,Employed for kind,... for at least one specific reason,23.6
Angola,M,Employment,Unemployed,... for at least one specific reason,19.0
Angola,M,Employment,Employed for cash,... if she argues with him,10.9
Angola,M,Employment,Employed for kind,... if she argues with him,13.3
Angola,M,Employment,Unemployed,... if she argues with him,9.5
Angola,M,Employment,Employed for cash,... if she goes out without telling him,8.2
Angola,M,Employment,Employed for kind,... if she goes out without telling him,9.2
Angola,M,Employment,Unemployed,... if she goes out without telling him,7.7
Angola,M,Employment,Employed for cash,... if she neglects the children,11.3
Angola,M,Employment,Employed for kind,... if she neglects the children,13.8
Angola,M,Employment,Unemployed,... if she neglects the children,11.1
Angola,M,Employment,Employed for cash,... if she refuses to have sex with him,5.2
Angola,M,Employment,Employed for kind,... if she refuses to have sex with him,7.3
Angola,M,Employment,Unemployed,... if she refuses to have sex with him,5.4
Angola,M,Marital status,Married or living together,... for at least one specific reason,19.1
Angola,M,Marital status,Never married,... for at least one specific reason,20.6
Angola,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,25.1
Angola,M,Marital status,Married or living together,... if she argues with him,10.5
Angola,M,Marital status,Never married,... if she argues with him,10.6
Angola,M,Marital status,"Widowed, divorced, separated",... if she argues with him,17.4
Angola,M,Marital status,Married or living together,... if she goes out without telling him,8.1
Angola,M,Marital status,Never married,... if she goes out without telling him,8.0
Angola,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,12.8
Angola,M,Marital status,Married or living together,... if she neglects the children,11.7
Angola,M,Marital status,Never married,... if she neglects the children,11.2
Angola,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,16.7
Angola,M,Marital status,Married or living together,... if she refuses to have sex with him,5.1
Angola,M,Marital status,Never married,... if she refuses to have sex with him,5.8
Angola,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,9.8
Angola,M,Residence,Rural,... for at least one specific reason,26.7
Angola,M,Residence,Urban,... for at least one specific reason,17.5
Angola,M,Residence,Rural,... if she argues with him,15.7
Angola,M,Residence,Urban,... if she argues with him,8.9
Angola,M,Residence,Rural,... if she goes out without telling him,11.2
Angola,M,Residence,Urban,... if she goes out without telling him,7.1
Angola,M,Residence,Rural,... if she neglects the children,18.0
Angola,M,Residence,Urban,... if she neglects the children,9.2
Angola,M,Residence,Rural,... if she refuses to have sex with him,9.3
Angola,M,Residence,Urban,... if she refuses to have sex with him,4.1
Armenia,F,Education,No education,... if she burns the food,14.9
Armenia,F,Education,Higher,... if she burns the food,0.0
Armenia,F,Education,Primary,... if she burns the food,0.1
Armenia,F,Residence,Urban,... if she burns the food,0.1
Armenia,F,Employment,Unemployed,... if she burns the food,0.2
Armenia,F,Age,15-24,... if she burns the food,0.3
Armenia,F,Employment,Employed for kind,... if she burns the food,0.3
Armenia,F,Marital status,Never married,... if she burns the food,0.3
Armenia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,0.3
Armenia,F,Age,25-34,... if she burns the food,0.4
Armenia,F,Age,35-49,... if she burns the food,0.4
Armenia,F,Marital status,Married or living together,... if she burns the food,0.4
Armenia,F,Employment,Employed for cash,... if she burns the food,0.6
Armenia,F,Residence,Rural,... if she burns the food,0.8
Armenia,F,Education,Secondary,... if she burns the food,0.9
Armenia,M,Education,No education,... if she burns the food,14.9
Armenia,M,Marital status,"Widowed, divorced, separated",... if she burns the food,0.0
Armenia,M,Marital status,Married or living together,... if she burns the food,0.4
Armenia,M,Education,Higher,... if she burns the food,0.6
Armenia,M,Education,Secondary,... if she burns the food,0.6
Armenia,M,Employment,Employed for cash,... if she burns the food,0.6
Armenia,M,Age,15-24,... if she burns the food,0.7
Armenia,M,Age,25-34,... if she burns the food,0.7
Armenia,M,Age,35-49,... if she burns the food,0.7
Armenia,M,Employment,Unemployed,... if she burns the food,0.7
Armenia,M,Residence,Rural,... if she burns the food,0.7
Armenia,M,Residence,Urban,... if she burns the food,0.7
Armenia,M,Education,Primary,... if she burns the food,1.0
Armenia,M,Employment,Employed for kind,... if she burns the food,1.0
Armenia,M,Marital status,Never married,... if she burns the food,1.0
Armenia,F,Age,15-24,... for at least one specific reason,8.7
Armenia,F,Age,25-34,... for at least one specific reason,10.4
Armenia,F,Age,35-49,... for at least one specific reason,10.8
Armenia,F,Age,15-24,... if she argues with him,5.1
Armenia,F,Age,25-34,... if she argues with him,6.4
Armenia,F,Age,35-49,... if she argues with him,6.5
Armenia,F,Age,15-24,... if she goes out without telling him,4.7
Armenia,F,Age,25-34,... if she goes out without telling him,5.5
Armenia,F,Age,35-49,... if she goes out without telling him,5.3
Armenia,F,Age,15-24,... if she neglects the children,7.1
Armenia,F,Age,25-34,... if she neglects the children,8.9
Armenia,F,Age,35-49,... if she neglects the children,9.4
Armenia,F,Age,15-24,... if she refuses to have sex with him,0.6
Armenia,F,Age,25-34,... if she refuses to have sex with him,0.9
Armenia,F,Age,35-49,... if she refuses to have sex with him,0.8
Armenia,F,Education,Higher,... for at least one specific reason,6.6
Armenia,F,Education,No education,... for at least one specific reason,14.9
Armenia,F,Education,Primary,... for at least one specific reason,12.0
Armenia,F,Education,Secondary,... for at least one specific reason,14.4
Armenia,F,Education,Higher,... if she argues with him,3.9
Armenia,F,Education,No education,... if she argues with him,14.9
Armenia,F,Education,Primary,... if she argues with him,5.3
Armenia,F,Education,Secondary,... if she argues with him,9.2
Armenia,F,Education,Higher,... if she goes out without telling him,2.7
Armenia,F,Education,No education,... if she goes out without telling him,14.9
Armenia,F,Education,Primary,... if she goes out without telling him,5.4
Armenia,F,Education,Secondary,... if she goes out without telling him,8.7
Armenia,F,Education,Higher,... if she neglects the children,5.5
Armenia,F,Education,No education,... if she neglects the children,14.9
Armenia,F,Education,Primary,... if she neglects the children,9.4
Armenia,F,Education,Secondary,... if she neglects the children,12.6
Armenia,F,Education,Higher,... if she refuses to have sex with him,0.3
Armenia,F,Education,No education,... if she refuses to have sex with him,14.9
Armenia,F,Education,Primary,... if she refuses to have sex with him,1.5
Armenia,F,Education,Secondary,... if she refuses to have sex with him,1.2
Armenia,F,Employment,Employed for cash,... for at least one specific reason,9.1
Armenia,F,Employment,Employed for kind,... for at least one specific reason,26.2
Armenia,F,Employment,Unemployed,... for at least one specific reason,9.1
Armenia,F,Employment,Employed for cash,... if she argues with him,6.1
Armenia,F,Employment,Employed for kind,... if she argues with him,16.0
Armenia,F,Employment,Unemployed,... if she argues with him,5.2
Armenia,F,Employment,Employed for cash,... if she goes out without telling him,4.6
Armenia,F,Employment,Employed for kind,... if she goes out without telling him,19.8
Armenia,F,Employment,Unemployed,... if she goes out without telling him,4.2
Armenia,F,Employment,Employed for cash,... if she neglects the children,7.6
Armenia,F,Employment,Employed for kind,... if she neglects the children,24.4
Armenia,F,Employment,Unemployed,... if she neglects the children,7.6
Armenia,F,Employment,Employed for cash,... if she refuses to have sex with him,1.1
Armenia,F,Employment,Employed for kind,... if she refuses to have sex with him,0.6
Armenia,F,Employment,Unemployed,... if she refuses to have sex with him,0.6
Armenia,F,Marital status,Married or living together,... for at least one specific reason,11.4
Armenia,F,Marital status,Never married,... for at least one specific reason,8.4
Armenia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,5.3
Armenia,F,Marital status,Married or living together,... if she argues with him,7.1
Armenia,F,Marital status,Never married,... if she argues with him,4.7
Armenia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,3.2
Armenia,F,Marital status,Married or living together,... if she goes out without telling him,5.7
Armenia,F,Marital status,Never married,... if she goes out without telling him,5.0
Armenia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2.5
Armenia,F,Marital status,Married or living together,... if she neglects the children,9.9
