Country,Gender,Demographics_Question,Demographics_Response,Question,Value
Congo,F,Employment,Unemployed,... if she burns the food,14.9
Guatemala,M,Age,25-34,... if she goes out without telling him,1.3
Dominican Republic,F,Education,Higher,... if she neglects the children,0.3
Comoros,M,Marital status,Married or living together,... for at least one specific reason,10.5
Benin,M,Age,35-49,... if she refuses to have sex with him,5.1
Senegal,F,Marital status,Never married,... if she neglects the children,26.7
Kyrgyz Republic,F,Education,Higher,... if she neglects the children,19.1
Morocco,M,Education,No education,... if she goes out without telling him,14.9
Jordan,M,Employment,Employed for cash,... if she goes out without telling him,14.9
Lesotho,F,Residence,Urban,... if she refuses to have sex with him,4.8
Turkey,F,Age,35-49,... if she burns the food,1.7
Cambodia,F,Marital status,Married or living together,... if she neglects the children,47.2
Indonesia,F,Age,25-34,... if she neglects the children,27.6
Eritrea,M,Age,15-24,... if she burns the food,14.9
Yemen,M,Employment,Unemployed,... if she burns the food,14.9
Afghanistan,F,Age,35-49,... for at least one specific reason,79.0
Tanzania,F,Marital status,Never married,... for at least one specific reason,52.9
Pakistan,F,Age,35-49,... if she refuses to have sex with him,27.3
Bolivia,F,Employment,Unemployed,... if she neglects the children,11.5
Guatemala,F,Age,15-24,... if she burns the food,4.4
Tajikistan,M,Marital status,Never married,... if she neglects the children,14.9
Sierra Leone,F,Marital status,Never married,... if she argues with him,37.2
Ghana,F,Education,Higher,... if she refuses to have sex with him,1.1
Nigeria,F,Age,15-24,... if she neglects the children,25.2
Burkina Faso,M,Residence,Rural,... for at least one specific reason,38.9
Bangladesh,F,Age,15-24,... if she neglects the children,14.6
Malawi,F,Residence,Rural,... if she argues with him,7.5
Guinea,F,Education,Primary,... if she neglects the children,49.7
Gambia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,25.4
Ghana,F,Employment,Employed for cash,... if she burns the food,6.3
Pakistan,M,Education,No education,... if she burns the food,5.5
Azerbaijan,M,Education,Secondary,... if she burns the food,7.8
Guatemala,M,Age,15-24,... if she neglects the children,6.6
Burkina Faso,F,Education,No education,... for at least one specific reason,47.5
Togo,M,Education,Higher,... for at least one specific reason,6.3
Armenia,F,Employment,Employed for cash,... for at least one specific reason,9.1
Burundi,M,Education,No education,... for at least one specific reason,35.8
Mali,F,Age,15-24,... if she burns the food,22.2
Burkina Faso,F,Marital status,Never married,... if she refuses to have sex with him,12.4
Comoros,M,Education,Secondary,... if she goes out without telling him,7.1
Ukraine,F,Education,Primary,... if she goes out without telling him,14.9
Maldives,F,Marital status,Married or living together,... if she neglects the children,15.0
Gambia,F,Marital status,Married or living together,... if she argues with him,27.4
Congo Democratic Republic,M,Education,Primary,... for at least one specific reason,64.9
Cambodia,M,Employment,Employed for kind,... if she burns the food,1.9
Timor-Leste,F,Employment,Employed for cash,... if she refuses to have sex with him,34.4
Bolivia,F,Employment,Unemployed,... if she argues with him,4.4
Tajikistan,F,Marital status,"Widowed, divorced, separated",... if she burns the food,27.6
Bangladesh,F,Education,Higher,... if she neglects the children,7.3
Cameroon,M,Education,Primary,... if she goes out without telling him,27.5
India,M,Employment,Employed for cash,... for at least one specific reason,31.7
Maldives,M,Education,Higher,... if she refuses to have sex with him,2.5
Nepal,F,Marital status,Never married,... if she argues with him,6.3
Zambia,M,Employment,Employed for cash,... if she neglects the children,18.2
Burundi,F,Age,25-34,... if she neglects the children,51.2
Bangladesh,M,Education,Primary,... if she argues with him,14.9
Myanmar,F,Marital status,Married or living together,... if she argues with him,10.1
Cote d'Ivoire,M,Marital status,Never married,... if she goes out without telling him,22.6
Benin,M,Marital status,Married or living together,... if she refuses to have sex with him,6.3
Togo,F,Education,Primary,... if she refuses to have sex with him,8.1
Peru,M,Age,35-49,... for at least one specific reason,14.9
Armenia,M,Age,25-34,... if she neglects the children,16.6
Armenia,F,Marital status,Married or living together,... if she argues with him,7.1
Myanmar,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,20.2
Madagascar,M,Education,No education,... if she neglects the children,23.7
Niger,F,Residence,Urban,... for at least one specific reason,48.6
Ethiopia,M,Age,15-24,... if she refuses to have sex with him,14.1
Chad,F,Age,15-24,... if she neglects the children,57.9
Sierra Leone,M,Education,Higher,... if she neglects the children,10.9
Guinea,M,Education,No education,... if she burns the food,19.7
Guatemala,F,Education,Higher,... if she burns the food,0.1
Liberia,M,Marital status,Married or living together,... if she refuses to have sex with him,3.2
Tanzania,M,Employment,Employed for kind,... if she neglects the children,38.6
Philippines,F,Residence,Urban,... if she argues with him,2.0
Nepal,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,38.8
Moldova,F,Marital status,Never married,... if she goes out without telling him,4.8
Myanmar,M,Education,Primary,... if she burns the food,9.8
Niger,M,Employment,Employed for cash,... for at least one specific reason,23.3
Comoros,M,Age,15-24,... for at least one specific reason,26.0
Tajikistan,M,Age,15-24,... for at least one specific reason,14.9
Philippines,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,12.7
Philippines,M,Marital status,Never married,... if she refuses to have sex with him,14.9
Congo Democratic Republic,F,Education,Secondary,... for at least one specific reason,75.4
Burundi,M,Education,Primary,... if she argues with him,12.7
Honduras,M,Employment,Unemployed,... if she argues with him,2.1
Congo,M,Residence,Urban,... if she argues with him,14.9
Sao Tome and Principe,F,Education,Higher,... if she argues with him,14.9
Egypt,F,Education,Higher,... if she burns the food,1.1
Colombia,M,Age,15-24,... if she refuses to have sex with him,1.6
Sao Tome and Principe,F,Marital status,Married or living together,... for at least one specific reason,19.2
Niger,M,Marital status,"Widowed, divorced, separated",... if she argues with him,18.6
Afghanistan,F,Employment,Unemployed,... if she neglects the children,48.6
Guyana,M,Employment,Employed for cash,... if she argues with him,7.5
Turkmenistan,F,Marital status,Never married,... if she refuses to have sex with him,14.2
Namibia,M,Residence,Urban,... if she refuses to have sex with him,1.8
Comoros,M,Residence,Rural,... if she refuses to have sex with him,8.3
Honduras,M,Residence,Rural,... if she burns the food,4.2
Peru,F,Marital status,Married or living together,... if she goes out without telling him,1.2
Madagascar,M,Education,Primary,... if she argues with him,9.7
Liberia,F,Education,Higher,... if she goes out without telling him,15.1
Chad,F,Residence,Urban,... if she goes out without telling him,56.2
Burundi,M,Marital status,Married or living together,... for at least one specific reason,29.2
Cote d'Ivoire,M,Residence,Urban,... if she argues with him,23.4
Cote d'Ivoire,M,Employment,Employed for kind,... if she goes out without telling him,26.5
Afghanistan,F,Marital status,Never married,... if she refuses to have sex with him,14.9
Tanzania,M,Age,25-34,... if she refuses to have sex with him,10.1
Nepal,M,Education,Higher,... if she burns the food,0.2
Kenya,F,Marital status,Never married,... for at least one specific reason,38.2
Niger,M,Residence,Urban,... if she argues with him,17.6
Zimbabwe,F,Marital status,Married or living together,... if she argues with him,17.0
Honduras,M,Education,Higher,... if she neglects the children,0.8
Armenia,M,Residence,Rural,... if she goes out without telling him,17.7
Bangladesh,M,Residence,Rural,... if she neglects the children,14.9
Nicaragua,F,Marital status,Never married,... if she argues with him,0.0
Haiti,F,Age,35-49,... if she refuses to have sex with him,5.5
Gabon,M,Education,No education,... if she argues with him,21.3
Cameroon,F,Age,35-49,... if she argues with him,22.1
Jordan,F,Marital status,Never married,... if she neglects the children,14.9
Cambodia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,24.9
Kyrgyz Republic,F,Residence,Rural,... if she refuses to have sex with him,9.4
Nicaragua,M,Education,Secondary,... for at least one specific reason,14.9
Yemen,F,Employment,Unemployed,... if she neglects the children,29.9
Liberia,M,Age,15-24,... if she burns the food,4.1
Mali,F,Employment,Employed for cash,... for at least one specific reason,81.5
Nigeria,M,Age,35-49,... if she argues with him,11.9
Burkina Faso,F,Education,Secondary,... for at least one specific reason,26.6
India,M,Age,15-24,... if she burns the food,11.2
Nigeria,M,Age,35-49,... if she refuses to have sex with him,10.6
Namibia,M,Education,Higher,... if she neglects the children,8.1
Mali,M,Education,Secondary,... if she burns the food,10.5
Niger,F,Residence,Urban,... if she refuses to have sex with him,33.2
Congo,F,Education,Primary,... if she neglects the children,47.6
Haiti,F,Residence,Rural,... if she argues with him,3.1
Madagascar,M,Employment,Employed for cash,... if she burns the food,5.1
Bolivia,M,Residence,Urban,... if she neglects the children,14.9
Benin,M,Employment,Employed for kind,... if she refuses to have sex with him,9.3
Albania,F,Marital status,Never married,... if she burns the food,0.6
Kenya,M,Marital status,Never married,... if she burns the food,5.4
Liberia,M,Age,25-34,... if she burns the food,2.5
Colombia,M,Education,No education,... if she argues with him,2.3
Egypt,F,Employment,Employed for cash,... for at least one specific reason,24.1
Dominican Republic,M,Employment,Employed for kind,... if she goes out without telling him,14.9
Guatemala,F,Marital status,"Widowed, divorced, separated",... if she burns the food,4.3
Bolivia,F,Age,25-34,... if she goes out without telling him,5.2
Egypt,M,Residence,Urban,... if she refuses to have sex with him,14.9
Moldova,F,Marital status,Never married,... if she neglects the children,17.3
Guatemala,M,Education,Secondary,... if she argues with him,2.7
Angola,F,Marital status,Married or living together,... if she neglects the children,17.2
Eswatini,F,Marital status,Never married,... if she refuses to have sex with him,2.5
Congo Democratic Republic,F,Marital status,Married or living together,... for at least one specific reason,76.1
Ukraine,M,Marital status,Married or living together,... for at least one specific reason,8.9
Niger,M,Age,15-24,... if she argues with him,28.6
Ethiopia,F,Marital status,Married or living together,... if she goes out without telling him,47.5
Kyrgyz Republic,M,Education,Higher,... if she refuses to have sex with him,4.8
Moldova,M,Age,25-34,... if she refuses to have sex with him,2.7
Angola,M,Employment,Employed for cash,... if she burns the food,5.5
Pakistan,M,Age,15-24,... if she neglects the children,22.1
Benin,F,Employment,Employed for kind,... if she neglects the children,21.8
Malawi,M,Marital status,Never married,... if she goes out without telling him,7.5
Myanmar,M,Age,35-49,... if she goes out without telling him,16.3
Ghana,F,Marital status,Married or living together,... if she burns the food,8.2
Burundi,M,Age,15-24,... if she argues with him,12.8
Dominican Republic,F,Age,25-34,... if she argues with him,0.6
Sao Tome and Principe,M,Education,No education,... if she argues with him,4.3
Colombia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1.4
Congo,M,Marital status,"Widowed, divorced, separated",... if she burns the food,14.9
Honduras,F,Age,35-49,... if she neglects the children,9.3
Benin,M,Residence,Urban,... if she argues with him,5.7
Guatemala,F,Residence,Rural,... if she refuses to have sex with him,3.4
Eswatini,F,Education,Primary,... for at least one specific reason,31.4
Colombia,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1.5
